Option '64' is not parsed by Ippl. Make sure your application parses it.
Option '64' is not parsed by Ippl. Make sure your application parses it.
Option '64' is not parsed by Ippl. Make sure your application parses it.
Option '2621440' is not parsed by Ippl. Make sure your application parses it.
Option '768' is not parsed by Ippl. Make sure your application parses it.
Option '0.003125' is not parsed by Ippl. Make sure your application parses it.
Option 'B-spline' is not parsed by Ippl. Make sure your application parses it.
Option '1' is not parsed by Ippl. Make sure your application parses it.
Option '1e-7' is not parsed by Ippl. Make sure your application parses it.
PenningTrapPIF{0}> PenningTrapPIF
PenningTrapPIF{0}> nt 768 Np= 2621440 Fourier modes = ( 64 , 64 , 64 )
PenningTrapPIF{0}> particles created and initial conditions assigned 
PenningTrapPIF{0}> Finished time step: 178 time: 0.55625
PenningTrapPIF{0}> Finished time step: 179 time: 0.559375
PenningTrapPIF{0}> Finished time step: 180 time: 0.5625
PenningTrapPIF{0}> Finished time step: 181 time: 0.565625
PenningTrapPIF{0}> Finished time step: 182 time: 0.56875
PenningTrapPIF{0}> Finished time step: 183 time: 0.571875
PenningTrapPIF{0}> Finished time step: 184 time: 0.575
PenningTrapPIF{0}> Finished time step: 185 time: 0.578125
PenningTrapPIF{0}> Finished time step: 186 time: 0.58125
PenningTrapPIF{0}> Finished time step: 187 time: 0.584375
PenningTrapPIF{0}> Finished time step: 188 time: 0.5875
PenningTrapPIF{0}> Finished time step: 189 time: 0.590625
PenningTrapPIF{0}> Finished time step: 190 time: 0.59375
PenningTrapPIF{0}> Finished time step: 191 time: 0.596875
PenningTrapPIF{0}> Finished time step: 192 time: 0.6
PenningTrapPIF{0}> Finished time step: 193 time: 0.603125
PenningTrapPIF{0}> Finished time step: 194 time: 0.60625
PenningTrapPIF{0}> Finished time step: 195 time: 0.609375
PenningTrapPIF{0}> Finished time step: 196 time: 0.6125
PenningTrapPIF{0}> Finished time step: 197 time: 0.615625
PenningTrapPIF{0}> Finished time step: 198 time: 0.61875
PenningTrapPIF{0}> Finished time step: 199 time: 0.621875
PenningTrapPIF{0}> Finished time step: 200 time: 0.625
PenningTrapPIF{0}> Finished time step: 201 time: 0.628125
PenningTrapPIF{0}> Finished time step: 202 time: 0.63125
PenningTrapPIF{0}> Finished time step: 203 time: 0.634375
PenningTrapPIF{0}> Finished time step: 204 time: 0.6375
PenningTrapPIF{0}> Finished time step: 205 time: 0.640625
PenningTrapPIF{0}> Finished time step: 206 time: 0.64375
PenningTrapPIF{0}> Finished time step: 207 time: 0.646875
PenningTrapPIF{0}> Finished time step: 208 time: 0.65
PenningTrapPIF{0}> Finished time step: 209 time: 0.653125
PenningTrapPIF{0}> Finished time step: 210 time: 0.65625
PenningTrapPIF{0}> Finished time step: 211 time: 0.659375
PenningTrapPIF{0}> Finished time step: 212 time: 0.6625
PenningTrapPIF{0}> Finished time step: 213 time: 0.665625
PenningTrapPIF{0}> Finished time step: 214 time: 0.66875
PenningTrapPIF{0}> Finished time step: 215 time: 0.671875
PenningTrapPIF{0}> Finished time step: 216 time: 0.675
PenningTrapPIF{0}> Finished time step: 217 time: 0.678125
PenningTrapPIF{0}> Finished time step: 218 time: 0.68125
PenningTrapPIF{0}> Finished time step: 219 time: 0.684375
PenningTrapPIF{0}> Finished time step: 220 time: 0.6875
PenningTrapPIF{0}> Finished time step: 221 time: 0.690625
PenningTrapPIF{0}> Finished time step: 222 time: 0.69375
PenningTrapPIF{0}> Finished time step: 223 time: 0.696875
PenningTrapPIF{0}> Finished time step: 224 time: 0.7
PenningTrapPIF{0}> Finished time step: 225 time: 0.703125
PenningTrapPIF{0}> Finished time step: 226 time: 0.70625
PenningTrapPIF{0}> Finished time step: 227 time: 0.709375
PenningTrapPIF{0}> Finished time step: 228 time: 0.7125
PenningTrapPIF{0}> Finished time step: 229 time: 0.715625
PenningTrapPIF{0}> Finished time step: 230 time: 0.71875
PenningTrapPIF{0}> Finished time step: 231 time: 0.721875
PenningTrapPIF{0}> Finished time step: 232 time: 0.725
PenningTrapPIF{0}> Finished time step: 233 time: 0.728125
PenningTrapPIF{0}> Finished time step: 234 time: 0.73125
PenningTrapPIF{0}> Finished time step: 235 time: 0.734375
PenningTrapPIF{0}> Finished time step: 236 time: 0.7375
PenningTrapPIF{0}> Finished time step: 237 time: 0.740625
PenningTrapPIF{0}> Finished time step: 238 time: 0.74375
PenningTrapPIF{0}> Finished time step: 239 time: 0.746875
PenningTrapPIF{0}> Finished time step: 240 time: 0.75
PenningTrapPIF{0}> Finished time step: 241 time: 0.753125
PenningTrapPIF{0}> Finished time step: 242 time: 0.75625
PenningTrapPIF{0}> Finished time step: 243 time: 0.759375
PenningTrapPIF{0}> Finished time step: 244 time: 0.7625
PenningTrapPIF{0}> Finished time step: 245 time: 0.765625
PenningTrapPIF{0}> Finished time step: 246 time: 0.76875
PenningTrapPIF{0}> Finished time step: 247 time: 0.771875
PenningTrapPIF{0}> Finished time step: 248 time: 0.775
PenningTrapPIF{0}> Finished time step: 249 time: 0.778125
PenningTrapPIF{0}> Finished time step: 250 time: 0.78125
PenningTrapPIF{0}> Finished time step: 251 time: 0.784375
PenningTrapPIF{0}> Finished time step: 252 time: 0.7875
PenningTrapPIF{0}> Finished time step: 253 time: 0.790625
PenningTrapPIF{0}> Finished time step: 254 time: 0.79375
PenningTrapPIF{0}> Finished time step: 255 time: 0.796875
PenningTrapPIF{0}> Finished time step: 256 time: 0.8
PenningTrapPIF{0}> Finished time step: 257 time: 0.803125
PenningTrapPIF{0}> Finished time step: 258 time: 0.80625
PenningTrapPIF{0}> Finished time step: 259 time: 0.809375
PenningTrapPIF{0}> Finished time step: 260 time: 0.8125
PenningTrapPIF{0}> Finished time step: 261 time: 0.815625
PenningTrapPIF{0}> Finished time step: 262 time: 0.81875
PenningTrapPIF{0}> Finished time step: 263 time: 0.821875
PenningTrapPIF{0}> Finished time step: 264 time: 0.825
PenningTrapPIF{0}> Finished time step: 265 time: 0.828125
PenningTrapPIF{0}> Finished time step: 266 time: 0.83125
PenningTrapPIF{0}> Finished time step: 267 time: 0.834375
PenningTrapPIF{0}> Finished time step: 268 time: 0.8375
PenningTrapPIF{0}> Finished time step: 269 time: 0.840625
PenningTrapPIF{0}> Finished time step: 270 time: 0.84375
PenningTrapPIF{0}> Finished time step: 271 time: 0.846875
PenningTrapPIF{0}> Finished time step: 272 time: 0.85
PenningTrapPIF{0}> Finished time step: 273 time: 0.853125
PenningTrapPIF{0}> Finished time step: 274 time: 0.85625
PenningTrapPIF{0}> Finished time step: 275 time: 0.859375
PenningTrapPIF{0}> Finished time step: 276 time: 0.8625
PenningTrapPIF{0}> Finished time step: 277 time: 0.865625
PenningTrapPIF{0}> Finished time step: 278 time: 0.86875
PenningTrapPIF{0}> Finished time step: 279 time: 0.871875
PenningTrapPIF{0}> Finished time step: 280 time: 0.875
PenningTrapPIF{0}> Finished time step: 281 time: 0.878125
PenningTrapPIF{0}> Finished time step: 282 time: 0.88125
PenningTrapPIF{0}> Finished time step: 283 time: 0.884375
PenningTrapPIF{0}> Finished time step: 284 time: 0.8875
PenningTrapPIF{0}> Finished time step: 285 time: 0.890625
PenningTrapPIF{0}> Finished time step: 286 time: 0.89375
PenningTrapPIF{0}> Finished time step: 287 time: 0.896875
PenningTrapPIF{0}> Finished time step: 288 time: 0.9
PenningTrapPIF{0}> Finished time step: 289 time: 0.903125
PenningTrapPIF{0}> Finished time step: 290 time: 0.90625
PenningTrapPIF{0}> Finished time step: 291 time: 0.909375
PenningTrapPIF{0}> Finished time step: 292 time: 0.9125
PenningTrapPIF{0}> Finished time step: 293 time: 0.915625
PenningTrapPIF{0}> Finished time step: 294 time: 0.91875
PenningTrapPIF{0}> Finished time step: 295 time: 0.921875
PenningTrapPIF{0}> Finished time step: 296 time: 0.925
PenningTrapPIF{0}> Finished time step: 297 time: 0.928125
PenningTrapPIF{0}> Finished time step: 298 time: 0.93125
PenningTrapPIF{0}> Finished time step: 299 time: 0.934375
PenningTrapPIF{0}> Finished time step: 300 time: 0.9375
PenningTrapPIF{0}> Finished time step: 301 time: 0.940625
PenningTrapPIF{0}> Finished time step: 302 time: 0.94375
PenningTrapPIF{0}> Finished time step: 303 time: 0.946875
PenningTrapPIF{0}> Finished time step: 304 time: 0.95
PenningTrapPIF{0}> Finished time step: 305 time: 0.953125
PenningTrapPIF{0}> Finished time step: 306 time: 0.95625
PenningTrapPIF{0}> Finished time step: 307 time: 0.959375
PenningTrapPIF{0}> Finished time step: 308 time: 0.9625
PenningTrapPIF{0}> Finished time step: 309 time: 0.965625
PenningTrapPIF{0}> Finished time step: 310 time: 0.96875
PenningTrapPIF{0}> Finished time step: 311 time: 0.971875
PenningTrapPIF{0}> Finished time step: 312 time: 0.975
PenningTrapPIF{0}> Finished time step: 313 time: 0.978125
PenningTrapPIF{0}> Finished time step: 314 time: 0.98125
PenningTrapPIF{0}> Finished time step: 315 time: 0.984375
PenningTrapPIF{0}> Finished time step: 316 time: 0.9875
PenningTrapPIF{0}> Finished time step: 317 time: 0.990625
PenningTrapPIF{0}> Finished time step: 318 time: 0.99375
PenningTrapPIF{0}> Finished time step: 319 time: 0.996875
PenningTrapPIF{0}> Finished time step: 320 time: 1
PenningTrapPIF{0}> Finished time step: 321 time: 1.00313
PenningTrapPIF{0}> Finished time step: 322 time: 1.00625
PenningTrapPIF{0}> Finished time step: 323 time: 1.00938
PenningTrapPIF{0}> Finished time step: 324 time: 1.0125
PenningTrapPIF{0}> Finished time step: 325 time: 1.01563
PenningTrapPIF{0}> Finished time step: 326 time: 1.01875
PenningTrapPIF{0}> Finished time step: 327 time: 1.02188
PenningTrapPIF{0}> Finished time step: 328 time: 1.025
PenningTrapPIF{0}> Finished time step: 329 time: 1.02813
PenningTrapPIF{0}> Finished time step: 330 time: 1.03125
PenningTrapPIF{0}> Finished time step: 331 time: 1.03438
PenningTrapPIF{0}> Finished time step: 332 time: 1.0375
PenningTrapPIF{0}> Finished time step: 333 time: 1.04063
PenningTrapPIF{0}> Finished time step: 334 time: 1.04375
PenningTrapPIF{0}> Finished time step: 335 time: 1.04688
PenningTrapPIF{0}> Finished time step: 336 time: 1.05
PenningTrapPIF{0}> Finished time step: 337 time: 1.05313
PenningTrapPIF{0}> Finished time step: 338 time: 1.05625
PenningTrapPIF{0}> Finished time step: 339 time: 1.05938
PenningTrapPIF{0}> Finished time step: 340 time: 1.0625
PenningTrapPIF{0}> Finished time step: 341 time: 1.06563
PenningTrapPIF{0}> Finished time step: 342 time: 1.06875
PenningTrapPIF{0}> Finished time step: 343 time: 1.07188
PenningTrapPIF{0}> Finished time step: 344 time: 1.075
PenningTrapPIF{0}> Finished time step: 345 time: 1.07813
PenningTrapPIF{0}> Finished time step: 346 time: 1.08125
PenningTrapPIF{0}> Finished time step: 347 time: 1.08438
PenningTrapPIF{0}> Finished time step: 348 time: 1.0875
PenningTrapPIF{0}> Finished time step: 349 time: 1.09063
PenningTrapPIF{0}> Finished time step: 350 time: 1.09375
PenningTrapPIF{0}> Finished time step: 351 time: 1.09688
PenningTrapPIF{0}> Finished time step: 352 time: 1.1
PenningTrapPIF{0}> Finished time step: 353 time: 1.10313
PenningTrapPIF{0}> Finished time step: 354 time: 1.10625
PenningTrapPIF{0}> Finished time step: 355 time: 1.10938
PenningTrapPIF{0}> Finished time step: 356 time: 1.1125
PenningTrapPIF{0}> Finished time step: 357 time: 1.11563
PenningTrapPIF{0}> Finished time step: 358 time: 1.11875
PenningTrapPIF{0}> Finished time step: 359 time: 1.12188
PenningTrapPIF{0}> Finished time step: 360 time: 1.125
PenningTrapPIF{0}> Finished time step: 361 time: 1.12813
PenningTrapPIF{0}> Finished time step: 362 time: 1.13125
PenningTrapPIF{0}> Finished time step: 363 time: 1.13438
PenningTrapPIF{0}> Finished time step: 364 time: 1.1375
PenningTrapPIF{0}> Finished time step: 365 time: 1.14063
PenningTrapPIF{0}> Finished time step: 366 time: 1.14375
PenningTrapPIF{0}> Finished time step: 367 time: 1.14688
PenningTrapPIF{0}> Finished time step: 368 time: 1.15
PenningTrapPIF{0}> Finished time step: 369 time: 1.15313
PenningTrapPIF{0}> Finished time step: 370 time: 1.15625
PenningTrapPIF{0}> Finished time step: 371 time: 1.15938
PenningTrapPIF{0}> Finished time step: 372 time: 1.1625
PenningTrapPIF{0}> Finished time step: 373 time: 1.16563
PenningTrapPIF{0}> Finished time step: 374 time: 1.16875
PenningTrapPIF{0}> Finished time step: 375 time: 1.17188
PenningTrapPIF{0}> Finished time step: 376 time: 1.175
PenningTrapPIF{0}> Finished time step: 377 time: 1.17813
PenningTrapPIF{0}> Finished time step: 378 time: 1.18125
PenningTrapPIF{0}> Finished time step: 379 time: 1.18438
PenningTrapPIF{0}> Finished time step: 380 time: 1.1875
PenningTrapPIF{0}> Finished time step: 381 time: 1.19063
PenningTrapPIF{0}> Finished time step: 382 time: 1.19375
PenningTrapPIF{0}> Finished time step: 383 time: 1.19688
PenningTrapPIF{0}> Finished time step: 384 time: 1.2
PenningTrapPIF{0}> Finished time step: 385 time: 1.20313
PenningTrapPIF{0}> Finished time step: 386 time: 1.20625
PenningTrapPIF{0}> Finished time step: 387 time: 1.20938
PenningTrapPIF{0}> Finished time step: 388 time: 1.2125
PenningTrapPIF{0}> Finished time step: 389 time: 1.21563
PenningTrapPIF{0}> Finished time step: 390 time: 1.21875
PenningTrapPIF{0}> Finished time step: 391 time: 1.22188
PenningTrapPIF{0}> Finished time step: 392 time: 1.225
PenningTrapPIF{0}> Finished time step: 393 time: 1.22813
PenningTrapPIF{0}> Finished time step: 394 time: 1.23125
PenningTrapPIF{0}> Finished time step: 395 time: 1.23438
PenningTrapPIF{0}> Finished time step: 396 time: 1.2375
PenningTrapPIF{0}> Finished time step: 397 time: 1.24063
PenningTrapPIF{0}> Finished time step: 398 time: 1.24375
PenningTrapPIF{0}> Finished time step: 399 time: 1.24688
PenningTrapPIF{0}> Finished time step: 400 time: 1.25
PenningTrapPIF{0}> Finished time step: 401 time: 1.25313
PenningTrapPIF{0}> Finished time step: 402 time: 1.25625
PenningTrapPIF{0}> Finished time step: 403 time: 1.25938
PenningTrapPIF{0}> Finished time step: 404 time: 1.2625
PenningTrapPIF{0}> Finished time step: 405 time: 1.26563
PenningTrapPIF{0}> Finished time step: 406 time: 1.26875
PenningTrapPIF{0}> Finished time step: 407 time: 1.27188
PenningTrapPIF{0}> Finished time step: 408 time: 1.275
PenningTrapPIF{0}> Finished time step: 409 time: 1.27813
PenningTrapPIF{0}> Finished time step: 410 time: 1.28125
PenningTrapPIF{0}> Finished time step: 411 time: 1.28438
PenningTrapPIF{0}> Finished time step: 412 time: 1.2875
PenningTrapPIF{0}> Finished time step: 413 time: 1.29063
PenningTrapPIF{0}> Finished time step: 414 time: 1.29375
PenningTrapPIF{0}> Finished time step: 415 time: 1.29688
PenningTrapPIF{0}> Finished time step: 416 time: 1.3
PenningTrapPIF{0}> Finished time step: 417 time: 1.30313
PenningTrapPIF{0}> Finished time step: 418 time: 1.30625
PenningTrapPIF{0}> Finished time step: 419 time: 1.30938
PenningTrapPIF{0}> Finished time step: 420 time: 1.3125
PenningTrapPIF{0}> Finished time step: 421 time: 1.31563
PenningTrapPIF{0}> Finished time step: 422 time: 1.31875
PenningTrapPIF{0}> Finished time step: 423 time: 1.32188
PenningTrapPIF{0}> Finished time step: 424 time: 1.325
PenningTrapPIF{0}> Finished time step: 425 time: 1.32813
PenningTrapPIF{0}> Finished time step: 426 time: 1.33125
PenningTrapPIF{0}> Finished time step: 427 time: 1.33438
PenningTrapPIF{0}> Finished time step: 428 time: 1.3375
PenningTrapPIF{0}> Finished time step: 429 time: 1.34063
PenningTrapPIF{0}> Finished time step: 430 time: 1.34375
PenningTrapPIF{0}> Finished time step: 431 time: 1.34688
PenningTrapPIF{0}> Finished time step: 432 time: 1.35
PenningTrapPIF{0}> Finished time step: 433 time: 1.35313
PenningTrapPIF{0}> Finished time step: 434 time: 1.35625
PenningTrapPIF{0}> Finished time step: 435 time: 1.35938
PenningTrapPIF{0}> Finished time step: 436 time: 1.3625
PenningTrapPIF{0}> Finished time step: 437 time: 1.36563
PenningTrapPIF{0}> Finished time step: 438 time: 1.36875
PenningTrapPIF{0}> Finished time step: 439 time: 1.37188
PenningTrapPIF{0}> Finished time step: 440 time: 1.375
PenningTrapPIF{0}> Finished time step: 441 time: 1.37813
PenningTrapPIF{0}> Finished time step: 442 time: 1.38125
PenningTrapPIF{0}> Finished time step: 443 time: 1.38438
PenningTrapPIF{0}> Finished time step: 444 time: 1.3875
